"id";"title";"artist";"lyrics"
"145";"Sentado à Beira do Caminho";"Erasmo Carlos";"Eu não posso mais ficar aqui a esperar
Que um dia, de repente, você volte para mim
Vejo caminhões e carros apressados a passar por mim
Estou sentado à beira de um caminho que não tem mais fim
Meu olhar se perde na poeira dessa estrada triste
Onde a tristeza e a saudade de você ainda existem
Esse sol que queima no meu rosto um resto de esperança
De ao menos ver de perto o seu olhar
que eu trago na lembrança
Preciso acabar logo com isso
Preciso lembrar que eu existo
Que eu existo, que eu existo
Vem a chuva, molha o meu rosto e então eu choro tanto
Minhas lágrimas e os pingos dessa chuva
Se confundem com o meu pranto
Olho pra mim mesmo, me procuro e não encontro nada
Sou um pobre resto de esperança à beira de uma estrada
Preciso acabar logo com isso
Preciso lembrar que eu existo
Carros, caminhões, poeira, estrada, tudo, tudo
Se confunde em minha mente
Minha sombra me acompanha
E vê que eu estou morrendo lentamente
Só você não vê que eu não posso mais ficar aqui sozinho
Esperando a vida inteira por você
sentado à beira do caminho
Preciso acabar logo com isso
Preciso lembrar que eu existo"
"146";"Você";"Tim Maia";"De repente a dor
De esperar terminou
E o amor veio enfim
Eu que sempre sonhei
Mas não acreditei
Muito em mim
Vi o tempo passar
O inverno chegar
Outra vez mas desta vez
Todo pranto sumiu
Um encanto surgiu
Meu amor
Você
É mais do que sei
É mais que pensei
É mais que esperava, baby
Você
É algo assim
É tudo pra mim
É como eu sonhava, baby
Sou feliz agora
Não não vá embora não
Não não não não não
Não não vá embora
Não não vá embora
Não não vá embora
Não não vá embora
Vou morrer de saudade
Vou morrer de saudade
Vou morrer de saudade
Não vá embora
Não vá embora
Não vá embora
Vou morrer de saudade
Vou morrer de saudade
Não vá embora
Não vá, não vá
Vou morrer de saudade
Vou morrer de saudade"
"147";"Festa do Interior";"Gal Costa";"Fagulhas, pontas de agulhas
Brilham estrelas de São João
Babados, xotes e xaxados
Seguram as pontas meu coração
Bombas na guerra-magia
Ninguem matava, ninguem morria
Nas trincheiras da alegria
O que explodia era o amor
Ardia aquela fogueira que me esquenta
A vida inteira eterna é a noite
Sempre a primeira
Festa do Interior"
"148";"A Rã";"João Donato";"Se eu pudesse, eu ia Me transformar em uma rã Pra pular no seu quintal E me esconder debaixo do seu sofá Comer sua comida, beber seu café E te dizer a verdade Eu gosto muito de você A vida não é fácil Mas eu vou te mostrar Que eu não sou um cara qualquer Vou te levar pra passear Mas me deixe ser uma rã Pra pular no seu quintal E me esconder debaixo do seu sofá Comer sua comida, beber seu café E te dizer a verdade Eu gosto muito de você"
"149";"Na Baixa do Sapateiro";"Ary Barroso";"Na Baixa do Sapateiro eu encontreu um dia
A morena mais frajola da Bahia
Pedi-lhe um beijo, não deu
Um abraço, sorriu
Pedi-lhe a mão, não quis dar, fugiu
Bahia, terra da felicidade
Morena, eu ando louco de saudade
Meu Senhor do Bonfim
Arranje outra morena igualzinha pra mim
Oh! amor, ai
Amor bobagem que a gente não explica, ai, ai
Prova um bocadinho, ô
Fica envenenado, ô
E pro resto da vida é um tal de sofrer
Ôlará, ôleré
Ô Bahia
Bahia que não me sai do pensamento
Faço o meu lamento, ô
Na desesperança, ô
De encontrar nesse mundo
Um amor que eu perdi na Bahia, vou contar
Ô Bahia
Bahia que não me sai do pensamento...
Sir.Led -> Regina Célia"
"150";"Super-Homem - A Canção";"Gilberto Gil";"Um dia
Vivi a ilusão de que ser homem bastaria
Que o mundo masculino tudo me daria
Do que eu quisesse ter

Que nada
Minha porção mulher, que até então se resguardara
É a porção melhor que trago em mim agora
É que me faz viver

Quem dera
Pudesse todo homem compreender, oh, mãe, quem dera
Ser o verão o apogeu da primavera
E só por ela ser

Quem sabe
O Superhomem venha nos restituir a glória
Mudando como um deus o curso da história
Por causa da mulher"
"151";"Mania de Você";"Rita Lee";"Meu bem você me dá água na boca
Vestindo fantasias, tirando a roupa
Molhada de suor
De tanto a gente se beijar
De tanto imaginar loucuras...

A gente faz amor por telepatia
No chão, no mar, na lua, na melodia
Mania de você
de tanto a gente se beijar
de tanto imaginar loucuras

Nada melhor do que não fazer nada
Só pra deitar e rolar com você"
"152";"Marina";"Dorival Caymmi";"Marina morena Marina você se pintou
Marina você faça tudo
Mas faça o favor
Não pinte este rosto que eu gosto
Que eu gosto e que é só meu
Marina você já é bonita
Com o que Deus lhe deu
Me aborreci, me zanguei
Já não posso falar
E quando eu me zango, Marina
Não sei perdoar
Eu já desculpei tanta coisa
Você não arrajava outro igual
Desculpe Marina, morena
Mas eu tô de mal, de mal com você
De mal com você"
"153";"Romaria";"Elis Regina";"É de sonho e de pó
O destino de um só
feito eu perdido em pensamentos
sobre o meu cavalo
É de laço e de nó
De gibeira ou jiló
Dessa vida cumprida a sol
Sou caipira pirapora nossa
Senhora de Aparecida
Ilumina a mina escura
e funda o trem da minha vida
Sou caipira pirapora nossa
Senhora de Aparecida
Ilumina a mina escura
e funda o trem da minha vida
O meu pai foi peão
Minha mãe, solidão
meus irmãos perderam-se na vida
a custa de aventuras
Descasei, joguei
investi, desisti
Se há sorte eu não sei, nunca vi.
Sou caipira pirapora nossa
Senhora de Aparecida
Ilumina a mina escura
e funda o trem da minha vida
Sou caipira pirapora nossa
Senhora de Aparecida
Ilumina a mina escura
e funda o trem da minha vida
Me disseram, porém,
que eu viesse aqui
pra pedir de romaria e prece
Paz nos desaventos
Como eu não sei rezar
Só queria mostrar
Meu olhar, meu olhar, meu olhar
Sou caipira pirapora nossa
Senhora de Aparecida
Ilumina a mina escura
e funda o trem da minha vida
Sou caipira pirapora nossa
Senhora de Aparecida
Ilumina a mina escura
e funda o trem da minha vida"
"154";"Essa Noite Não";"Lobão";"A cidade enlouquece sonhos tortos
na verdade nada é o que parece ser
As pessoas enlouquecem calmamente
Viciosamente, sem prazer
A maior expressão da angústia
Pode ser a depressão
Algo que você pressente
Indefinível
Mas não tente se matar
Pelo menos essa noite não
As cortinas transparentes não revelam
O que é solitude, o que é solidão
Um desejo violento bate sem querer
Pânico, vertigem, obsessão
A maior expressão da angústia
Pode ser a depressão
Algo que você pressente
Indefinível
Mas não tente se matar
Pelo menos essa noite não
Está sozinha, está sem onda, está com medo
Seus fantasmas, seu enredo, seu destino
Toda noite uma imagem diferente
Consciente, inconsciente, desatino
A maior expressão da angústia
Pode ser a depressão
Algo que você pressente
Indefinível
Mas não tente se matar
Pelo menos essa noite não
Essa noite não"
"155";"Samba de Verão";"Marcos Valle";"Você viu só que amor
Nunca vi coisa assim
E passou, nem parou
Mas olhou só pra mim
Se voltar, vou atrás
Vou pedir, vou falar
Vou dizer que o amor
Foi feitinho pra dar
Olha, é como o verão
Quente o coração
Salta de repente para ver
A menina que vem
Ela vem, sempre tem
Esse mar no olhar
E vai ver, tem de ser
Nunca tem quem amar
Hoje sim, diz que sim
Já cansei de esperar
Nem parei, nem dormi
Só pensando em lhe dar
Peço, mas você não vem, bem!
Deixo então, falo só, digo ao céu, mas você vem
Você viu só que amor
Nunca vi coisa assim
Que passou nem parou, mas olhou só pra mim
Se voltar, vou atrás
Vou pedir, vou falar
Vou dizer que o amor foi feitinho pra dar
Olha, é como o verão
Quente o coração
Salta de repente para ver a menina que vem
Ela tem, sempre tem, esse mar do olhar
E vai ver, tem de ser, nunca tem quem amar
Hoje sim, diz que sim, já cansei de esperar
Nem parei, nem dormi
Só pensando em lhe dar
Peço, mas você não vem
Vem!
Deixo então!
Falo só
Digo ao céu
Mas você vem"
"156";"Fica Comigo Esta Noite";"Nelson Gonçalves";"INSTRUMENTAL
Fica comigo esta noite
E não te arrependerás.
Lá fora o frio é um açoite
Calor aqui tu terás.
Terás meus beijos de amor
Minhas carícias terás.
Fica comigo esta noite
E não te arrependerás.
Quero em teus braços, querida
Adormecer e sonhar.
Esquecer que nos deixamos
Sem nos querermos deixar.
Tu ouvirás o que eu digo
Eu ouvirei o que dizes.
Fica comigo esta noite
E então seremos felizes.
INSTRUMENTAL
Quero em teus braços, querida
Adormecer e sonhar.
Esquecer que nos deixamos
Sem nos querermos deixar.
Tu ouvirás o que eu digo
Eu ouvirei o que dizes.
Fica comigo esta noite
E então seremos felizes.
INSTRUMENTAL"
"157";"Gita";"Raul Seixas";"""Eu que já andei pelos quatro cantos do mundo procurando,
foi justamente num sonho que Ele me falou""
Às vezes você me pergunta
Por que é que eu sou tão calado
Não falo de amor quase nada
Nem fico sorrindo ao teu lado
Você pensa em mim toda hora
Me come, me cospe, me deixa
Talvez você não entenda
Mas hoje eu vou lhe mostrar
Eu sou a luz das estrelas
Eu sou a cor do luar
Eu sou as coisas da vida
Eu sou o medo de amar
Eu sou o medo do fraco
A força da imaginação
O blefe do jogador
Eu sou, eu fui, eu vou
Gita gita gita gita gita
Eu sou o seu sacrifício
A placa de contra-mão
O sangue no olhar do vampiro
E as juras de maldição
Eu sou a vela que acende
Eu sou a luz que se apaga
Eu sou a beira do abismo
Eu sou o tudo e o nada
Por que você me pergunta
Perguntas não vão lhe mostrar
Que eu sou feito da terra
Do fogo, da água e do ar
Você me tem todo dia
Mas não sabe se é bom ou ruim
Mas saiba que eu estou em você
Mas você não está em mim
Das telhas eu sou o telhado
A pesca do pescador
A letra A tem meu nome
Dos sonhos eu sou o amor
Eu sou a dona de casa
Nos pegue-pagues do mundo
Eu sou a mão do carrasco
Sou raso, largo, profundo
Gita gita gita gita gita
Eu sou a mosca da sopa
E o dente do tubarão
Eu sou os olhos do cego
E a cegueira da visão
Mas eu sou o amargo da língua
A mãe, o pai e o avô
O filho que ainda não veio
O início, o fim e o meio (2x)
Eu sou o início, o fim e o meio (3x)"
"158";"Meu Ébano";"Alcione";"É, voce é um negão de tirar o chapéu
Não posso dar mole se não você... créu
Me ganha na manha e babau
Leva meu coração
É, você é um ébano, lábios de mel
Um príncipe negro, feito a pincel
É só melanina cheirando a paixão
É, será que eu caí na sua rede, e ainda não sei
Sei não, mas tô achando que já dancei
Na tentação da sua cor
Pois é, me pego toda hora querendo te ver
Olhando pras estrelas pensando em você
Negão, eu tô com medo que isso seja amor
Moleque levado, sabor de pecado, menino danado
Fiquei balançada, confesso, quase perco a fala
Com o seu jeito de me cortejar
Que nem mestre - sala
Meu preto retinto, malandro distinto
Será que é instinto
Mas quando te vejo enfeito meu beijo, retoco o batom
A sensualidade da raça é um dom
É você, meu ébano, é tudo de bom!"
"159";"Chico Mineiro";"Tonico e Tinoco";"Cada vez que eu me alembro do amigo Chico Mineiro, das viagen que nói fazia era ele meu companheiro. Sinto uma tristeza, uma vontade de chorar, alembrando daqueles tempo que não mais hái de vortar. Apesar de eu ser patrão, eu tinha no coração o amigo Chico Mineiro, caboclo bom, decidido, na viola era delorido e era o peão dos boiadeiro. Hoje porém com tristeza recordando das proeza da nossa viagem motim, viajemo mais de dez ano, vendendo boiada e comprano, por esse rincão sem-fim. Caboclo de nada temia mas porém, chegou um dia, que Chico apartou-se de mim.
Fizemo a úrtima viage
Foi lá pro sertão de Goiais.
Foi eu e o Chico Mineiro
também foi o capataz.
Viajemo muitos dia
pra chegar em Ouro Fino
aonde nós passemo a noite
numa festa do Divino.
A festa tava tão boa
mas antes não tivesse ido
o Chico foi baleado
por um homem desconhecido.
Larguei de comprar boiada.
Mataram meu companheiro.
Acabou o som da viola,
acabou seu Chico Mineiro.
Despoi daquela tragédia
fiquei mais aborrecido.
Não sabia da nossa amizade
porque nós dois era unido.
Quando vi seus documento
me cortou meu coração
vim sabê que o Chico Mineiro
era meu legítimo irmão"
"160";"Sina";"Djavan";"Pai e mãe, ouro de mina Coração, desejo e sina Tudo mais, pura rotina, jazz Tocarei seu nome pra poder falar de amor Minha princesa, art-nouveau da natureza Tudo o mais, pura beleza, jazz A luz de um grande prazer É irremediável neon Quando o grito do prazer Açoitar o ar, réveillon O luar, estrela-do-mar O Sol e o dom Quiçá, um dia, a fúria desse front Virá lapidar o sonho até gerar o som Como querer caetanear o que há de bom O luar, estrela-do-mar O Sol e o dom Quiçá, um dia, a fúria desse front Virá lapidar o sonho até gerar o som Como querer caetanear o que há de bom Yeah, yeah, yeah Pai e mãe, ouro de mina Coração, desejo e sina Tudo o mais, pura rotina, jazz Tocarei seu nome pra poder falar de amor Minha princesa, art-nouveau da natureza Tudo o mais, pura beleza, jazz A luz de um grande prazer É irremediável neon Quando o grito do prazer Açoitar o ar, réveillon O luar, estrela-do-mar O Sol e o dom Quiçá, um dia, a fúria desse front Virá lapidar o sonho até gerar o som Como querer caetanear o que há de bom O luar, estrela do mar O Sol e o dom Quiçá, um dia, a fúria desse front Virá lapidar o sonho até gerar o som Como querer caetanear o que há de bom Yeah, yeah, yeah Yeah, yeah, yeah Yeah Yeah"
"161";"Nervos de Aço";"Paulinho da Viola";"Você sabe o que é ter um amor, meu senhor
Ter loucura por uma mulher
E depois encontrar esse amor, meu senhor
Ao lado de um tipo qualquer
Você sabe o que é ter um amor, meu senhor
E por ele quase morrer
E depois encontrá-lo em um braço
Que nem um pedaço do meu pode ser
Há pessoas com nervos de aço
Sem sangue nas veias e sem coração
Mas não sei se passando o que eu passo
Talvez não lhes venha qualquer reação
Eu não sei se o que trago no peito
É ciúme, despeito, amizade ou horror
Eu só sinto é que quando a vejo
Me dá um desejo de morte ou de dor"
"162";"É Preciso Saber Viver";"Titãs";"Quem espera que a vida
Seja feita de ilusão
Pode até ficar maluco
Ou morrer na solidão
É preciso ter cuidado
Pra mais tarde não sofrer
É preciso saber viver
Toda pedra do caminho
Você pode retirar
Numa flor que tem espinhos
Você pode se arranhar
Se o bem e o mal existem
Você pode escolher
É preciso saber viver
É preciso saber viver
É preciso saber viver
É preciso saber viver
Saber viver , Saber viver
Quem espera que a vida
Seja feita de ilusão
Pode até ficar maluco
Ou morrer na solidão
É preciso ter cuidado
Pra mais tarde não sofrer
É preciso saber viver
Toda pedra do caminho
Você pode retirar
Numa flor que tem espinhos
Você pode se arranhar
Se o bem e o mal existem
Você pode escolher
É preciso saber viver
É preciso saber viver
É preciso saber viver
É preciso saber viver
Saber viver , Saber viver"
"163";"A Lua e Eu";"Cassiano";"Mais um ano se passou
E nem sequer ouvi falar seu nome, a lua e eu
Caminhando pela estrada
Eu olho em volta e só vejo pegadas
Mas não são as suas, eu sei, eu sei, eu sei
O vento faz eu lembrar vo ... cê
As folhas caem mortas como eu
Quando olho no espelho
Estou ficando velho e acabado
Procuro encontrar não sei onde está
você ,você,você."
"164";"Terra de Gigantes";"Engenheiros do Hawaii";"Hey mãe!
Eu tenho uma guitarra elétrica
Durante muito tempo isso foi tudo
Que eu queria ter
Mas, hey mãe!
Alguma coisa ficou pra trás
Antigamente eu sabia exatamente o que fazer
Hey mãe!
Tem uns amigos tocando comigo
Eles são legais, além do mais,
Não querem nem saber
Mas agora, lá fora
Todo mundo é uma ilha
A milhas e milhas e milhas
De qualquer lugar
Nessa terra de gigantes
Eu sei, já ouvimos tudo isso antes
A juventude é uma banda
Numa propaganda de refrigerantes
As revistas, as revoltas, as conquistas
Da juventude são heranças
São motivos pras mudanças de atitude
Os discos, as danças, os riscos
Da juventude
A cara limpa, a roupa suja
Esperando que o tempo mude
Nessa terra de gigantes
Tudo isso já foi dito antes
A juventude é uma banda
Numa propaganda de refrigerantes
Hey mãe!
Já não esquento a cabeça
Durante muito tempo
Isso foi só o que eu podia fazer
Mas, hey hey mãe!
Por mais que a gente cresça
Há sempre coisas que a gente
Não pode entender
Por isso, mãe
Só me acorda quando o sol tiver se posto
Eu não quero ver meu rosto
Antes de anoitecer
Pois agora lá fora,
O mundo todo é uma ilha
A milhas e milhas e milhas...
Nessa terra de gigantes
Que trocam vidas por diamantes
A juventude é uma banda
Numa propaganda de refrigerantes
Nessa terra de gigantes
Que trocam vidas por diamantes
A juventude é uma banda
Numa propaganda de refrigerantes
Hey mãe
Hey mãe"
